,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.9286,CELL.9286,9,Injury_20DPI_rep1_SS200000147BL_B4,9286,4,3616.0,6514.0,inj,D,RIPC2,RIPC3
CELL.9287,CELL.9287,9,Injury_20DPI_rep1_SS200000147BL_B4,9287,4,3620.0,6537.0,inj,D,RIPC2,RIPC3
CELL.9288,CELL.9288,1,Injury_20DPI_rep1_SS200000147BL_B4,9288,10,3614.0,7008.0,inj,D,WNTRGC,WNTEGC
CELL.9289,CELL.9289,1,Injury_20DPI_rep1_SS200000147BL_B4,9289,1,3616.0,9579.0,uninj,D,DIPC,TLNBL
CELL.9290,CELL.9290,9,Injury_20DPI_rep1_SS200000147BL_B4,9290,4,3617.0,6153.0,inj,D,RIPC2,RIPC3
CELL.9291,CELL.9291,7,Injury_20DPI_rep1_SS200000147BL_B4,9291,4,3619.0,5435.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9292,CELL.9292,0,Injury_20DPI_rep1_SS200000147BL_B4,9292,0,3617.0,5823.0,inj,D,DIPC,TLNBL
CELL.9293,CELL.9293,9,Injury_20DPI_rep1_SS200000147BL_B4,9293,4,3618.0,6216.0,inj,D,RIPC2,RIPC3
CELL.9294,CELL.9294,9,Injury_20DPI_rep1_SS200000147BL_B4,9294,4,3612.0,6449.0,inj,D,RIPC2,RIPC3
CELL.9295,CELL.9295,2,Injury_20DPI_rep1_SS200000147BL_B4,9295,14,3618.0,7160.0,inj,D,SSTIN,SSTIN
CELL.9296,CELL.9296,9,Injury_20DPI_rep1_SS200000147BL_B4,9296,4,3619.0,6428.0,inj,D,RIPC2,RIPC3
CELL.9297,CELL.9297,1,Injury_20DPI_rep1_SS200000147BL_B4,9297,10,3618.0,9394.0,uninj,D,WNTRGC,WNTEGC
CELL.9298,CELL.9298,5,Injury_20DPI_rep1_SS200000147BL_B4,9298,4,3620.0,4843.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9299,CELL.9299,2,Injury_20DPI_rep1_SS200000147BL_B4,9299,2,3623.0,8888.0,uninj,D,DPEX,DPEX
CELL.9300,CELL.9300,1,Injury_20DPI_rep1_SS200000147BL_B4,9300,4,3632.0,6770.0,inj,D,RIPC2,RIPC3
CELL.9301,CELL.9301,2,Injury_20DPI_rep1_SS200000147BL_B4,9301,2,3620.0,7374.0,inj,D,DPEX,DPEX
CELL.9302,CELL.9302,1,Injury_20DPI_rep1_SS200000147BL_B4,9302,10,3633.0,9455.0,uninj,D,WNTRGC,WNTEGC
CELL.9303,CELL.9303,8,Injury_20DPI_rep1_SS200000147BL_B4,9303,5,3614.0,10176.0,uninj,D,NPTXEX,NPTXEX
CELL.9304,CELL.9304,8,Injury_20DPI_rep1_SS200000147BL_B4,9304,5,3616.0,10248.0,uninj,D,NPTXEX,NPTXEX
CELL.9305,CELL.9305,7,Injury_20DPI_rep1_SS200000147BL_B4,9305,9,3621.0,5197.0,inj,D,OBNBL,OBNBL
CELL.9306,CELL.9306,9,Injury_20DPI_rep1_SS200000147BL_B4,9306,4,3626.0,5964.0,inj,D,RIPC2,RIPC3
CELL.9307,CELL.9307,1,Injury_20DPI_rep1_SS200000147BL_B4,9307,10,3614.0,9197.0,uninj,D,WNTRGC,WNTEGC
CELL.9309,CELL.9309,9,Injury_20DPI_rep1_SS200000147BL_B4,9309,4,3620.0,6320.0,inj,D,RIPC2,RIPC3
CELL.9310,CELL.9310,1,Injury_20DPI_rep1_SS200000147BL_B4,9310,10,3616.0,6983.0,inj,D,WNTRGC,WNTEGC
CELL.9311,CELL.9311,6,Injury_20DPI_rep1_SS200000147BL_B4,9311,5,3620.0,10222.0,uninj,D,NPTXEX,NPTXEX
CELL.9312,CELL.9312,0,Injury_20DPI_rep1_SS200000147BL_B4,9312,0,3626.0,5667.0,inj,D,MSN,MSN
CELL.9313,CELL.9313,1,Injury_20DPI_rep1_SS200000147BL_B4,9313,0,3626.0,5741.0,inj,D,MSN,MSN
CELL.9314,CELL.9314,2,Injury_20DPI_rep1_SS200000147BL_B4,9314,2,3622.0,7097.0,inj,D,DPEX,DPEX
CELL.9315,CELL.9315,2,Injury_20DPI_rep1_SS200000147BL_B4,9315,2,3625.0,8961.0,uninj,D,DPEX,DPEX
CELL.9316,CELL.9316,7,Injury_20DPI_rep1_SS200000147BL_B4,9316,0,3631.0,5541.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9317,CELL.9317,7,Injury_20DPI_rep1_SS200000147BL_B4,9317,4,3626.0,5917.0,inj,D,RIPC2,RIPC3
CELL.9318,CELL.9318,2,Injury_20DPI_rep1_SS200000147BL_B4,9318,2,3624.0,8869.0,uninj,D,DPEX,DPEX
CELL.9319,CELL.9319,8,Injury_20DPI_rep1_SS200000147BL_B4,9319,5,3626.0,9691.0,uninj,D,NPTXEX,NPTXEX
CELL.9320,CELL.9320,8,Injury_20DPI_rep1_SS200000147BL_B4,9320,5,3628.0,9729.0,uninj,D,NPTXEX,NPTXEX
CELL.9321,CELL.9321,8,Injury_20DPI_rep1_SS200000147BL_B4,9321,5,3628.0,9942.0,uninj,D,NPTXEX,NPTXEX
CELL.9322,CELL.9322,7,Injury_20DPI_rep1_SS200000147BL_B4,9322,9,3622.0,5131.0,inj,D,OBNBL,OBNBL
CELL.9323,CELL.9323,1,Injury_20DPI_rep1_SS200000147BL_B4,9323,1,3618.0,6716.0,inj,D,DIPC,TLNBL
CELL.9324,CELL.9324,2,Injury_20DPI_rep1_SS200000147BL_B4,9324,2,3632.0,9055.0,uninj,D,DPEX,DPEX
CELL.9325,CELL.9325,1,Injury_20DPI_rep1_SS200000147BL_B4,9325,2,3616.0,9513.0,uninj,D,Immature EX,TLNBL
CELL.9326,CELL.9326,2,Injury_20DPI_rep1_SS200000147BL_B4,9326,14,3624.0,8601.0,uninj,D,SSTIN,SSTIN
CELL.9327,CELL.9327,8,Injury_20DPI_rep1_SS200000147BL_B4,9327,5,3624.0,9882.0,uninj,D,NPTXEX,NPTXEX
CELL.9328,CELL.9328,1,Injury_20DPI_rep1_SS200000147BL_B4,9328,10,3623.0,9492.0,uninj,D,WNTRGC,WNTEGC
CELL.9329,CELL.9329,8,Injury_20DPI_rep1_SS200000147BL_B4,9329,5,3628.0,10003.0,uninj,D,NPTXEX,NPTXEX
CELL.9330,CELL.9330,7,Injury_20DPI_rep1_SS200000147BL_B4,9330,4,3633.0,5344.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9331,CELL.9331,1,Injury_20DPI_rep1_SS200000147BL_B4,9331,4,3641.0,6810.0,inj,D,REARGC,REAEGC
CELL.9332,CELL.9332,1,Injury_20DPI_rep1_SS200000147BL_B4,9332,1,3629.0,7064.0,inj,D,REARGC,REAEGC
CELL.9333,CELL.9333,2,Injury_20DPI_rep1_SS200000147BL_B4,9333,3,3628.0,7418.0,inj,D,CMPN,CMPN
CELL.9334,CELL.9334,1,Injury_20DPI_rep1_SS200000147BL_B4,9334,2,3625.0,9541.0,uninj,D,Immature EX,TLNBL
CELL.9335,CELL.9335,9,Injury_20DPI_rep1_SS200000147BL_B4,9335,1,3627.0,6020.0,inj,D,DIPC,TLNBL
CELL.9336,CELL.9336,1,Injury_20DPI_rep1_SS200000147BL_B4,9336,10,3628.0,9166.0,uninj,D,WNTRGC,WNTEGC
CELL.9337,CELL.9337,8,Injury_20DPI_rep1_SS200000147BL_B4,9337,5,3626.0,9807.0,uninj,D,NPTXEX,NPTXEX
CELL.9338,CELL.9338,0,Injury_20DPI_rep1_SS200000147BL_B4,9338,1,3631.0,5782.0,inj,D,DIPC,TLNBL
CELL.9339,CELL.9339,1,Injury_20DPI_rep1_SS200000147BL_B4,9339,10,3634.0,9326.0,uninj,D,WNTRGC,WNTEGC
CELL.9340,CELL.9340,8,Injury_20DPI_rep1_SS200000147BL_B4,9340,5,3634.0,9850.0,uninj,D,NPTXEX,NPTXEX
CELL.9341,CELL.9341,2,Injury_20DPI_rep1_SS200000147BL_B4,9341,2,3637.0,9115.0,uninj,D,Immature EX,TLNBL
CELL.9342,CELL.9342,8,Injury_20DPI_rep1_SS200000147BL_B4,9342,5,3631.0,9624.0,uninj,D,NPTXEX,NPTXEX
CELL.9343,CELL.9343,0,Injury_20DPI_rep1_SS200000147BL_B4,9343,1,3635.0,5760.0,inj,D,DIPC,TLNBL
CELL.9344,CELL.9344,9,Injury_20DPI_rep1_SS200000147BL_B4,9344,4,3634.0,6358.0,inj,D,RIPC2,RIPC3
CELL.9345,CELL.9345,1,Injury_20DPI_rep1_SS200000147BL_B4,9345,4,3634.0,6856.0,inj,D,REARGC,REAEGC
CELL.9346,CELL.9346,6,Injury_20DPI_rep1_SS200000147BL_B4,9346,2,3633.0,8988.0,uninj,D,DPEX,DPEX
CELL.9347,CELL.9347,2,Injury_20DPI_rep1_SS200000147BL_B4,9347,2,3637.0,9087.0,uninj,D,DPEX,DPEX
CELL.9348,CELL.9348,1,Injury_20DPI_rep1_SS200000147BL_B4,9348,2,3635.0,9423.0,uninj,D,Immature EX,TLNBL
CELL.9349,CELL.9349,1,Injury_20DPI_rep1_SS200000147BL_B4,9349,10,3634.0,9245.0,uninj,D,WNTRGC,WNTEGC
CELL.9350,CELL.9350,1,Injury_20DPI_rep1_SS200000147BL_B4,9350,10,3629.0,9361.0,uninj,D,WNTRGC,WNTEGC
CELL.9351,CELL.9351,9,Injury_20DPI_rep1_SS200000147BL_B4,9351,4,3640.0,6479.0,inj,D,RIPC2,RIPC3
CELL.9352,CELL.9352,2,Injury_20DPI_rep1_SS200000147BL_B4,9352,2,3631.0,8709.0,uninj,D,DPEX,DPEX
CELL.9353,CELL.9353,7,Injury_20DPI_rep1_SS200000147BL_B4,9353,9,3642.0,5270.0,inj,D,OBNBL,OBNBL
CELL.9354,CELL.9354,7,Injury_20DPI_rep1_SS200000147BL_B4,9354,4,3634.0,5394.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9355,CELL.9355,9,Injury_20DPI_rep1_SS200000147BL_B4,9355,4,3631.0,6186.0,inj,D,RIPC2,RIPC3
CELL.9356,CELL.9356,1,Injury_20DPI_rep1_SS200000147BL_B4,9356,10,3633.0,6914.0,inj,D,WNTRGC,WNTEGC
CELL.9357,CELL.9357,7,Injury_20DPI_rep1_SS200000147BL_B4,9357,4,3628.0,5062.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9358,CELL.9358,1,Injury_20DPI_rep1_SS200000147BL_B4,9358,1,3639.0,5815.0,inj,D,DIPC,TLNBL
CELL.9359,CELL.9359,9,Injury_20DPI_rep1_SS200000147BL_B4,9359,4,3637.0,5937.0,inj,D,RIPC2,RIPC3
CELL.9360,CELL.9360,9,Injury_20DPI_rep1_SS200000147BL_B4,9360,4,3632.0,6141.0,inj,D,RIPC2,RIPC3
CELL.9361,CELL.9361,6,Injury_20DPI_rep1_SS200000147BL_B4,9361,12,3636.0,8288.0,uninj,D,VLMC,VLMC
CELL.9362,CELL.9362,2,Injury_20DPI_rep1_SS200000147BL_B4,9362,2,3638.0,8764.0,uninj,D,DPEX,DPEX
CELL.9363,CELL.9363,2,Injury_20DPI_rep1_SS200000147BL_B4,9363,2,3639.0,9591.0,uninj,D,Immature EX,TLNBL
CELL.9364,CELL.9364,7,Injury_20DPI_rep1_SS200000147BL_B4,9364,9,3642.0,5479.0,inj,D,OBNBL,OBNBL
CELL.9365,CELL.9365,0,Injury_20DPI_rep1_SS200000147BL_B4,9365,0,3642.0,5713.0,inj,D,MSN,MSN
CELL.9366,CELL.9366,9,Injury_20DPI_rep1_SS200000147BL_B4,9366,4,3638.0,6085.0,inj,D,RIPC2,RIPC3
CELL.9367,CELL.9367,1,Injury_20DPI_rep1_SS200000147BL_B4,9367,10,3641.0,7018.0,inj,D,WNTRGC,WNTEGC
CELL.9368,CELL.9368,1,Injury_20DPI_rep1_SS200000147BL_B4,9368,10,3634.0,9304.0,uninj,D,WNTRGC,WNTEGC
CELL.9369,CELL.9369,8,Injury_20DPI_rep1_SS200000147BL_B4,9369,5,3640.0,9978.0,uninj,D,NPTXEX,NPTXEX
CELL.9370,CELL.9370,8,Injury_20DPI_rep1_SS200000147BL_B4,9370,5,3639.0,10102.0,uninj,D,NPTXEX,NPTXEX
CELL.9371,CELL.9371,7,Injury_20DPI_rep1_SS200000147BL_B4,9371,9,3640.0,5213.0,inj,D,OBNBL,OBNBL
CELL.9372,CELL.9372,2,Injury_20DPI_rep1_SS200000147BL_B4,9372,2,3644.0,7322.0,inj,D,DPEX,DPEX
CELL.9373,CELL.9373,8,Injury_20DPI_rep1_SS200000147BL_B4,9373,5,3640.0,8675.0,uninj,D,NPTXEX,NPTXEX
CELL.9374,CELL.9374,8,Injury_20DPI_rep1_SS200000147BL_B4,9374,6,3640.0,9903.0,uninj,D,OBNBL,OBNBL
CELL.9375,CELL.9375,0,Injury_20DPI_rep1_SS200000147BL_B4,9375,0,3645.0,5605.0,inj,D,MSN,MSN
CELL.9377,CELL.9377,8,Injury_20DPI_rep1_SS200000147BL_B4,9377,2,3644.0,9661.0,uninj,D,MPIN,MPIN
CELL.9378,CELL.9378,6,Injury_20DPI_rep1_SS200000147BL_B4,9378,5,3641.0,10056.0,uninj,D,NPTXEX,NPTXEX
CELL.9379,CELL.9379,5,Injury_20DPI_rep1_SS200000147BL_B4,9379,12,3650.0,4858.0,inj,D,VLMC,VLMC
CELL.9380,CELL.9380,7,Injury_20DPI_rep1_SS200000147BL_B4,9380,4,3640.0,5370.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9381,CELL.9381,7,Injury_20DPI_rep1_SS200000147BL_B4,9381,4,3647.0,5860.0,inj,D,RIPC2,RIPC3
CELL.9382,CELL.9382,9,Injury_20DPI_rep1_SS200000147BL_B4,9382,4,3644.0,6264.0,inj,D,RIPC2,RIPC3
CELL.9383,CELL.9383,9,Injury_20DPI_rep1_SS200000147BL_B4,9383,4,3646.0,6416.0,inj,D,RIPC2,RIPC3
CELL.9384,CELL.9384,2,Injury_20DPI_rep1_SS200000147BL_B4,9384,2,3644.0,7224.0,inj,D,DPEX,DPEX
CELL.9385,CELL.9385,9,Injury_20DPI_rep1_SS200000147BL_B4,9385,4,3645.0,5986.0,inj,D,RIPC2,RIPC3
CELL.9386,CELL.9386,1,Injury_20DPI_rep1_SS200000147BL_B4,9386,10,3643.0,6995.0,inj,D,WNTRGC,WNTEGC
CELL.9388,CELL.9388,7,Injury_20DPI_rep1_SS200000147BL_B4,9388,9,3649.0,5307.0,inj,D,OBNBL,OBNBL
CELL.9389,CELL.9389,7,Injury_20DPI_rep1_SS200000147BL_B4,9389,4,3646.0,5419.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9390,CELL.9390,7,Injury_20DPI_rep1_SS200000147BL_B4,9390,9,3647.0,5504.0,inj,D,OBNBL,OBNBL
CELL.9391,CELL.9391,5,Injury_20DPI_rep1_SS200000147BL_B4,9391,11,3646.0,4836.0,inj,D,VLMC,VLMC
CELL.9392,CELL.9392,9,Injury_20DPI_rep1_SS200000147BL_B4,9392,4,3656.0,6543.0,inj,D,RIPC2,RIPC3
CELL.9393,CELL.9393,8,Injury_20DPI_rep1_SS200000147BL_B4,9393,6,3647.0,9927.0,uninj,D,OBNBL,OBNBL
CELL.9394,CELL.9394,8,Injury_20DPI_rep1_SS200000147BL_B4,9394,5,3647.0,10166.0,uninj,D,NPTXEX,NPTXEX
CELL.9396,CELL.9396,7,Injury_20DPI_rep1_SS200000147BL_B4,9396,13,3647.0,5564.0,inj,D,SCGNIN,SCGNIN
CELL.9397,CELL.9397,9,Injury_20DPI_rep1_SS200000147BL_B4,9397,1,3649.0,6045.0,inj,D,SFRPRGC,SFRPEGC
CELL.9398,CELL.9398,7,Injury_20DPI_rep1_SS200000147BL_B4,9398,1,3651.0,5838.0,inj,D,DIPC,TLNBL
CELL.9399,CELL.9399,2,Injury_20DPI_rep1_SS200000147BL_B4,9399,2,3652.0,8942.0,uninj,D,DPEX,DPEX
CELL.9400,CELL.9400,1,Injury_20DPI_rep1_SS200000147BL_B4,9400,10,3643.0,9144.0,uninj,D,WNTRGC,WNTEGC
CELL.9401,CELL.9401,9,Injury_20DPI_rep1_SS200000147BL_B4,9401,4,3655.0,6513.0,inj,D,RIPC2,RIPC3
CELL.9402,CELL.9402,2,Injury_20DPI_rep1_SS200000147BL_B4,9402,2,3648.0,7140.0,inj,D,DPEX,DPEX
CELL.9404,CELL.9404,2,Injury_20DPI_rep1_SS200000147BL_B4,9404,11,3650.0,8818.0,uninj,D,VLMC,VLMC
CELL.9405,CELL.9405,1,Injury_20DPI_rep1_SS200000147BL_B4,9405,10,3645.0,9222.0,uninj,D,WNTRGC,WNTEGC
CELL.9406,CELL.9406,8,Injury_20DPI_rep1_SS200000147BL_B4,9406,5,3648.0,10130.0,uninj,D,NPTXEX,NPTXEX
CELL.9407,CELL.9407,7,Injury_20DPI_rep1_SS200000147BL_B4,9407,9,3650.0,5448.0,inj,D,OBNBL,OBNBL
CELL.9408,CELL.9408,9,Injury_20DPI_rep1_SS200000147BL_B4,9408,4,3646.0,6300.0,inj,D,RIPC2,RIPC3
CELL.9409,CELL.9409,6,Injury_20DPI_rep1_SS200000147BL_B4,9409,5,3650.0,10005.0,uninj,D,NPTXEX,NPTXEX
CELL.9410,CELL.9410,2,Injury_20DPI_rep1_SS200000147BL_B4,9410,2,3652.0,9695.0,uninj,D,MPIN,MPIN
CELL.9411,CELL.9411,0,Injury_20DPI_rep1_SS200000147BL_B4,9411,0,3657.0,5759.0,inj,D,MSN,MSN
CELL.9412,CELL.9412,6,Injury_20DPI_rep1_SS200000147BL_B4,9412,3,3652.0,5786.0,inj,D,CMPN,CMPN
CELL.9413,CELL.9413,9,Injury_20DPI_rep1_SS200000147BL_B4,9413,4,3647.0,6112.0,inj,D,RIPC2,RIPC3
CELL.9414,CELL.9414,2,Injury_20DPI_rep1_SS200000147BL_B4,9414,2,3653.0,7108.0,inj,D,DPEX,DPEX
CELL.9415,CELL.9415,2,Injury_20DPI_rep1_SS200000147BL_B4,9415,2,3651.0,9555.0,uninj,D,DPEX,DPEX
CELL.9416,CELL.9416,8,Injury_20DPI_rep1_SS200000147BL_B4,9416,5,3652.0,9722.0,uninj,D,NPTXEX,NPTXEX
CELL.9417,CELL.9417,9,Injury_20DPI_rep1_SS200000147BL_B4,9417,4,3646.0,6386.0,inj,D,RIPC2,RIPC3
CELL.9418,CELL.9418,9,Injury_20DPI_rep1_SS200000147BL_B4,9418,4,3655.0,6446.0,inj,D,RIPC2,RIPC3
CELL.9419,CELL.9419,2,Injury_20DPI_rep1_SS200000147BL_B4,9419,3,3657.0,7588.0,inj,D,NPTXEX,NPTXEX
CELL.9420,CELL.9420,1,Injury_20DPI_rep1_SS200000147BL_B4,9420,10,3662.0,9282.0,uninj,D,WNTRGC,WNTEGC
CELL.9421,CELL.9421,8,Injury_20DPI_rep1_SS200000147BL_B4,9421,5,3651.0,9804.0,uninj,D,NPTXEX,NPTXEX
CELL.9422,CELL.9422,8,Injury_20DPI_rep1_SS200000147BL_B4,9422,5,3655.0,9877.0,uninj,D,NPTXEX,NPTXEX
CELL.9423,CELL.9423,6,Injury_20DPI_rep1_SS200000147BL_B4,9423,5,3652.0,10298.0,uninj,D,NPTXEX,NPTXEX
CELL.9424,CELL.9424,9,Injury_20DPI_rep1_SS200000147BL_B4,9424,4,3662.0,6328.0,inj,D,RIPC2,RIPC3
CELL.9425,CELL.9425,8,Injury_20DPI_rep1_SS200000147BL_B4,9425,5,3649.0,9766.0,uninj,D,NPTXEX,NPTXEX
CELL.9426,CELL.9426,7,Injury_20DPI_rep1_SS200000147BL_B4,9426,4,3660.0,5880.0,inj,D,RIPC2,RIPC3
CELL.9427,CELL.9427,1,Injury_20DPI_rep1_SS200000147BL_B4,9427,10,3641.0,6960.0,inj,D,WNTRGC,WNTEGC
CELL.9428,CELL.9428,1,Injury_20DPI_rep1_SS200000147BL_B4,9428,10,3659.0,7047.0,inj,D,WNTRGC,WNTEGC
CELL.9429,CELL.9429,2,Injury_20DPI_rep1_SS200000147BL_B4,9429,2,3656.0,7377.0,inj,D,DPEX,DPEX
CELL.9430,CELL.9430,6,Injury_20DPI_rep1_SS200000147BL_B4,9430,14,3655.0,8586.0,uninj,D,SSTIN,SSTIN
CELL.9431,CELL.9431,6,Injury_20DPI_rep1_SS200000147BL_B4,9431,5,3656.0,10078.0,uninj,D,NPTXEX,NPTXEX
CELL.9432,CELL.9432,6,Injury_20DPI_rep1_SS200000147BL_B4,9432,9,3665.0,5021.0,inj,D,OBNBL,OBNBL
CELL.9433,CELL.9433,6,Injury_20DPI_rep1_SS200000147BL_B4,9433,4,3657.0,5104.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9434,CELL.9434,9,Injury_20DPI_rep1_SS200000147BL_B4,9434,4,3655.0,6160.0,inj,D,RIPC2,RIPC3
CELL.9435,CELL.9435,1,Injury_20DPI_rep1_SS200000147BL_B4,9435,1,3659.0,6721.0,inj,D,DIPC,TLNBL
CELL.9436,CELL.9436,1,Injury_20DPI_rep1_SS200000147BL_B4,9436,4,3668.0,6839.0,inj,D,REARGC,REAEGC
CELL.9437,CELL.9437,2,Injury_20DPI_rep1_SS200000147BL_B4,9437,2,3666.0,8974.0,uninj,D,DPEX,DPEX
CELL.9438,CELL.9438,2,Injury_20DPI_rep1_SS200000147BL_B4,9438,2,3657.0,9059.0,uninj,D,DPEX,DPEX
CELL.9439,CELL.9439,2,Injury_20DPI_rep1_SS200000147BL_B4,9439,2,3658.0,9498.0,uninj,D,Immature EX,TLNBL
CELL.9440,CELL.9440,1,Injury_20DPI_rep1_SS200000147BL_B4,9440,4,3657.0,6687.0,inj,D,RIPC2,RIPC3
CELL.9441,CELL.9441,1,Injury_20DPI_rep1_SS200000147BL_B4,9441,10,3664.0,9252.0,uninj,D,WNTRGC,WNTEGC
CELL.9442,CELL.9442,6,Injury_20DPI_rep1_SS200000147BL_B4,9442,14,3661.0,8610.0,uninj,D,SSTIN,SSTIN
CELL.9443,CELL.9443,7,Injury_20DPI_rep1_SS200000147BL_B4,9443,9,3665.0,5173.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9444,CELL.9444,6,Injury_20DPI_rep1_SS200000147BL_B4,9444,8,3660.0,7271.0,inj,D,MPEX,MPEX
CELL.9446,CELL.9446,6,Injury_20DPI_rep1_SS200000147BL_B4,9446,11,3658.0,8843.0,uninj,D,VLMC,VLMC
CELL.9447,CELL.9447,0,Injury_20DPI_rep1_SS200000147BL_B4,9447,0,3667.0,5917.0,inj,D,MSN,MSN
CELL.9448,CELL.9448,9,Injury_20DPI_rep1_SS200000147BL_B4,9448,4,3660.0,6203.0,inj,D,RIPC2,RIPC3
CELL.9449,CELL.9449,1,Injury_20DPI_rep1_SS200000147BL_B4,9449,10,3662.0,7022.0,inj,D,WNTRGC,WNTEGC
CELL.9451,CELL.9451,7,Injury_20DPI_rep1_SS200000147BL_B4,9451,4,3663.0,5394.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9452,CELL.9452,1,Injury_20DPI_rep1_SS200000147BL_B4,9452,4,3661.0,6738.0,inj,D,RIPC2,RIPC3
CELL.9453,CELL.9453,1,Injury_20DPI_rep1_SS200000147BL_B4,9453,10,3664.0,6939.0,inj,D,WNTRGC,WNTEGC
CELL.9454,CELL.9454,2,Injury_20DPI_rep1_SS200000147BL_B4,9454,2,3660.0,9613.0,uninj,D,DPEX,DPEX
CELL.9455,CELL.9455,0,Injury_20DPI_rep1_SS200000147BL_B4,9455,0,3681.0,5810.0,inj,D,MSN,MSN
CELL.9456,CELL.9456,2,Injury_20DPI_rep1_SS200000147BL_B4,9456,2,3666.0,9017.0,uninj,D,DPEX,DPEX
CELL.9457,CELL.9457,9,Injury_20DPI_rep1_SS200000147BL_B4,9457,4,3667.0,6014.0,inj,D,RIPC2,RIPC3
CELL.9458,CELL.9458,9,Injury_20DPI_rep1_SS200000147BL_B4,9458,4,3671.0,6480.0,inj,D,RIPC2,RIPC3
CELL.9459,CELL.9459,1,Injury_20DPI_rep1_SS200000147BL_B4,9459,4,3668.0,6761.0,inj,D,REARGC,REAEGC
CELL.9460,CELL.9460,2,Injury_20DPI_rep1_SS200000147BL_B4,9460,2,3660.0,9379.0,uninj,D,Immature EX,TLNBL
CELL.9461,CELL.9461,8,Injury_20DPI_rep1_SS200000147BL_B4,9461,5,3667.0,9634.0,uninj,D,NPTXEX,NPTXEX
CELL.9462,CELL.9462,7,Injury_20DPI_rep1_SS200000147BL_B4,9462,9,3666.0,5349.0,inj,D,OBNBL,OBNBL
CELL.9463,CELL.9463,7,Injury_20DPI_rep1_SS200000147BL_B4,9463,9,3673.0,5425.0,inj,D,OBNBL,OBNBL
CELL.9464,CELL.9464,1,Injury_20DPI_rep1_SS200000147BL_B4,9464,4,3668.0,6869.0,inj,D,REARGC,REAEGC
CELL.9465,CELL.9465,2,Injury_20DPI_rep1_SS200000147BL_B4,9465,2,3662.0,7304.0,inj,D,DPEX,DPEX
CELL.9466,CELL.9466,1,Injury_20DPI_rep1_SS200000147BL_B4,9466,10,3670.0,9315.0,uninj,D,Immature EX,TLNBL
CELL.9467,CELL.9467,2,Injury_20DPI_rep1_SS200000147BL_B4,9467,2,3670.0,9432.0,uninj,D,Immature EX,TLNBL
CELL.9468,CELL.9468,9,Injury_20DPI_rep1_SS200000147BL_B4,9468,1,3673.0,6070.0,inj,D,RIPC2,RIPC3
CELL.9470,CELL.9470,8,Injury_20DPI_rep1_SS200000147BL_B4,9470,2,3672.0,9657.0,uninj,D,MPIN,MPIN
CELL.9471,CELL.9471,6,Injury_20DPI_rep1_SS200000147BL_B4,9471,12,3673.0,10698.0,uninj,D,VLMC,VLMC
CELL.9472,CELL.9472,5,Injury_20DPI_rep1_SS200000147BL_B4,9472,11,3669.0,4976.0,inj,D,VLMC,VLMC
CELL.9473,CELL.9473,7,Injury_20DPI_rep1_SS200000147BL_B4,9473,4,3670.0,5946.0,inj,D,RIPC2,RIPC3
CELL.9474,CELL.9474,2,Injury_20DPI_rep1_SS200000147BL_B4,9474,2,3680.0,9126.0,uninj,D,Immature EX,TLNBL
CELL.9475,CELL.9475,8,Injury_20DPI_rep1_SS200000147BL_B4,9475,5,3669.0,9900.0,uninj,D,NPTXEX,NPTXEX
CELL.9476,CELL.9476,6,Injury_20DPI_rep1_SS200000147BL_B4,9476,5,3671.0,10236.0,uninj,D,NPTXEX,NPTXEX
CELL.9477,CELL.9477,2,Injury_20DPI_rep1_SS200000147BL_B4,9477,2,3674.0,9402.0,uninj,D,Immature EX,TLNBL
CELL.9478,CELL.9478,5,Injury_20DPI_rep1_SS200000147BL_B4,9478,12,3676.0,10726.0,uninj,D,VLMC,VLMC
CELL.9479,CELL.9479,7,Injury_20DPI_rep1_SS200000147BL_B4,9479,4,3673.0,5622.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9480,CELL.9480,9,Injury_20DPI_rep1_SS200000147BL_B4,9480,4,3673.0,6586.0,inj,D,RIPC2,RIPC3
CELL.9481,CELL.9481,1,Injury_20DPI_rep1_SS200000147BL_B4,9481,10,3668.0,6904.0,inj,D,WNTRGC,WNTEGC
CELL.9482,CELL.9482,2,Injury_20DPI_rep1_SS200000147BL_B4,9482,2,3671.0,7079.0,inj,D,DPEX,DPEX
CELL.9483,CELL.9483,2,Injury_20DPI_rep1_SS200000147BL_B4,9483,2,3672.0,7193.0,inj,D,DPEX,DPEX
CELL.9484,CELL.9484,2,Injury_20DPI_rep1_SS200000147BL_B4,9484,2,3676.0,7224.0,inj,D,DPEX,DPEX
