,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,inj_M_L,x_center,y_center,Annotation_Final,Annotation_0306
CELL.8597,CELL.8597,0,Injury_15DPI_rep2_FP200000266TR_E2,8597,17,CP,uninj,D,NO,3185.0,4328.0,VLMC,VLMC
CELL.8598,CELL.8598,0,Injury_15DPI_rep2_FP200000266TR_E2,8598,6,CP,uninj,D,NO,3186.0,4410.0,VLMC,VLMC
CELL.8599,CELL.8599,10,Injury_15DPI_rep2_FP200000266TR_E2,8599,10,NPTXEX,uninj,D,NO,3189.0,4985.0,NPTXEX,NPTXEX
CELL.8600,CELL.8600,2,Injury_15DPI_rep2_FP200000266TR_E2,8600,4,SFRP1RGC,uninj,D,NO,3200.0,4784.0,SFRPRGC,SFRPEGC
CELL.8601,CELL.8601,10,Injury_15DPI_rep2_FP200000266TR_E2,8601,10,NPTXEX,uninj,D,NO,3191.0,5208.0,NPTXEX,NPTXEX
CELL.8602,CELL.8602,9,Injury_15DPI_rep2_FP200000266TR_E2,8602,11,REARGC,inj,D,inj_D_LP,3181.0,695.0,REARGC,REAEGC
CELL.8603,CELL.8603,9,Injury_15DPI_rep2_FP200000266TR_E2,8603,11,REARGC,inj,D,inj_D_LP,3187.0,745.0,REARGC,REAEGC
CELL.8604,CELL.8604,12,Injury_15DPI_rep2_FP200000266TR_E2,8604,16,REARGC,inj,D,inj_D_MP,3188.0,1478.0,REARGC,REAEGC
CELL.8605,CELL.8605,4,Injury_15DPI_rep2_FP200000266TR_E2,8605,0,DPEX,inj,D,inj_D_MP,3188.0,1758.0,DPEX,DPEX
CELL.8607,CELL.8607,9,Injury_15DPI_rep2_FP200000266TR_E2,8607,13,Immature NPTXEX,inj,D,inj_D_LP,3195.0,477.0,Immature Neuron-Wound,IMN
CELL.8609,CELL.8609,2,Injury_15DPI_rep2_FP200000266TR_E2,8609,6,WNTRGC,uninj,D,NO,3192.0,4055.0,WNTRGC,WNTEGC
CELL.8610,CELL.8610,9,Injury_15DPI_rep2_FP200000266TR_E2,8610,11,REARGC,inj,D,inj_D_LP,3177.0,719.0,REARGC,REAEGC
CELL.8611,CELL.8611,9,Injury_15DPI_rep2_FP200000266TR_E2,8611,11,REARGC,inj,D,inj_D_LP,3189.0,775.0,REARGC,REAEGC
CELL.8612,CELL.8612,0,Injury_15DPI_rep2_FP200000266TR_E2,8612,1,VLMC,inj,D,inj_D_LP,3192.0,922.0,VLMC,VLMC
CELL.8613,CELL.8613,6,Injury_15DPI_rep2_FP200000266TR_E2,8613,8,SSTIN,inj,D,inj_D_MP,3191.0,2184.0,SSTIN,SSTIN
CELL.8614,CELL.8614,4,Injury_15DPI_rep2_FP200000266TR_E2,8614,0,MPEX,uninj,D,NO,3192.0,3470.0,MPEX,MPEX
CELL.8615,CELL.8615,6,Injury_15DPI_rep2_FP200000266TR_E2,8615,0,MPEX,uninj,D,NO,3196.0,3500.0,MPEX,MPEX
CELL.8616,CELL.8616,9,Injury_15DPI_rep2_FP200000266TR_E2,8616,11,DMIN,inj,D,inj_D_LP,3190.0,615.0,REARGC,REAEGC
CELL.8617,CELL.8617,6,Injury_15DPI_rep2_FP200000266TR_E2,8617,0,DPEX,uninj,D,NO,3198.0,3718.0,DPEX,DPEX
CELL.8618,CELL.8618,6,Injury_15DPI_rep2_FP200000266TR_E2,8618,0,MPEX,uninj,D,NO,3200.0,3840.0,MPEX,MPEX
CELL.8619,CELL.8619,4,Injury_15DPI_rep2_FP200000266TR_E2,8619,0,MPEX,inj,D,inj_D_MP,3188.0,1838.0,MPEX,MPEX
CELL.8620,CELL.8620,2,Injury_15DPI_rep2_FP200000266TR_E2,8620,6,WNTRGC,uninj,D,NO,3193.0,3960.0,WNTRGC,WNTEGC
CELL.8621,CELL.8621,10,Injury_15DPI_rep2_FP200000266TR_E2,8621,0,DPEX,uninj,D,NO,3196.0,4822.0,DPEX,DPEX
CELL.8622,CELL.8622,10,Injury_15DPI_rep2_FP200000266TR_E2,8622,10,NPTXEX,uninj,D,NO,3192.0,5164.0,NPTXEX,NPTXEX
CELL.8623,CELL.8623,10,Injury_15DPI_rep2_FP200000266TR_E2,8623,1,VLMC,uninj,D,NO,3189.0,5306.0,VLMC,VLMC
CELL.8624,CELL.8624,0,Injury_15DPI_rep2_FP200000266TR_E2,8624,9,VLMC,inj,D,inj_D_MP,3191.0,2442.0,VLMC,VLMC
CELL.8625,CELL.8625,6,Injury_15DPI_rep2_FP200000266TR_E2,8625,0,DPEX,uninj,D,NO,3196.0,3299.0,DPEX,DPEX
CELL.8626,CELL.8626,2,Injury_15DPI_rep2_FP200000266TR_E2,8626,4,SFRP1RGC,uninj,D,NO,3196.0,4758.0,SFRPRGC,SFRPEGC
CELL.8627,CELL.8627,1,Injury_15DPI_rep2_FP200000266TR_E2,8627,2,CMPN,inj,D,inj_D_MP,3198.0,1926.0,CMPN,CMPN
CELL.8628,CELL.8628,2,Injury_15DPI_rep2_FP200000266TR_E2,8628,4,SFRP1RGC,uninj,D,NO,3192.0,4680.0,SFRPRGC,SFRPEGC
CELL.8630,CELL.8630,10,Injury_15DPI_rep2_FP200000266TR_E2,8630,10,NPTXEX,uninj,D,NO,3194.0,4874.0,NPTXEX,NPTXEX
CELL.8631,CELL.8631,9,Injury_15DPI_rep2_FP200000266TR_E2,8631,13,Immature NPTXEX,inj,D,inj_D_LP,3199.0,538.0,Immature Neuron-Wound,IMN
CELL.8633,CELL.8633,2,Injury_15DPI_rep2_FP200000266TR_E2,8633,4,SFRP1RGC,uninj,D,NO,3200.0,4705.0,SFRPRGC,SFRPEGC
CELL.8634,CELL.8634,0,Injury_15DPI_rep2_FP200000266TR_E2,8634,17,CP,inj,D,inj_D_LP,3203.0,1040.0,VLMC,VLMC
CELL.8635,CELL.8635,11,Injury_15DPI_rep2_FP200000266TR_E2,8635,12,NPYIN,uninj,D,NO,3199.0,3257.0,NPYIN,NPYIN
CELL.8636,CELL.8636,10,Injury_15DPI_rep2_FP200000266TR_E2,8636,10,NPTXEX,uninj,D,NO,3202.0,4920.0,NPTXEX,NPTXEX
CELL.8637,CELL.8637,9,Injury_15DPI_rep2_FP200000266TR_E2,8637,13,Immature NPTXEX,inj,D,inj_D_LP,3201.0,427.0,Immature Neuron-Wound,IMN
CELL.8638,CELL.8638,0,Injury_15DPI_rep2_FP200000266TR_E2,8638,1,VLMC,inj,D,inj_D_LP,3211.0,892.0,VLMC,VLMC
CELL.8639,CELL.8639,4,Injury_15DPI_rep2_FP200000266TR_E2,8639,0,DPEX,uninj,D,NO,3201.0,3538.0,DPEX,DPEX
CELL.8641,CELL.8641,9,Injury_15DPI_rep2_FP200000266TR_E2,8641,13,Immature NPTXEX,inj,D,inj_D_LP,3203.0,571.0,Immature Neuron-Wound,IMN
CELL.8642,CELL.8642,4,Injury_15DPI_rep2_FP200000266TR_E2,8642,0,MPEX,inj,D,inj_D_MP,3194.0,1726.0,MPEX,MPEX
CELL.8644,CELL.8644,6,Injury_15DPI_rep2_FP200000266TR_E2,8644,0,DPEX,uninj,D,NO,3200.0,3676.0,DPEX,DPEX
CELL.8645,CELL.8645,6,Injury_15DPI_rep2_FP200000266TR_E2,8645,6,WNTRGC,uninj,D,NO,3199.0,3918.0,WNTRGC,WNTEGC
CELL.8646,CELL.8646,9,Injury_15DPI_rep2_FP200000266TR_E2,8646,13,Immature NPTXEX,inj,D,inj_D_LP,3202.0,344.0,Immature Neuron-Wound,IMN
CELL.8647,CELL.8647,9,Injury_15DPI_rep2_FP200000266TR_E2,8647,11,REARGC,inj,D,inj_D_LP,3198.0,661.0,REARGC,REAEGC
CELL.8648,CELL.8648,6,Injury_15DPI_rep2_FP200000266TR_E2,8648,0,DPEX,inj,D,inj_D_MP,3208.0,2093.0,DPEX,DPEX
CELL.8649,CELL.8649,4,Injury_15DPI_rep2_FP200000266TR_E2,8649,0,DPEX,uninj,D,NO,3202.0,3747.0,DPEX,DPEX
CELL.8650,CELL.8650,6,Injury_15DPI_rep2_FP200000266TR_E2,8650,0,MPEX,uninj,D,NO,3208.0,3876.0,MPEX,MPEX
CELL.8652,CELL.8652,0,Injury_15DPI_rep2_FP200000266TR_E2,8652,9,VLMC,uninj,D,NO,3198.0,5445.0,VLMC,VLMC
CELL.8653,CELL.8653,0,Injury_15DPI_rep2_FP200000266TR_E2,8653,1,VLMC,inj,D,inj_D_LP,3203.0,954.0,VLMC,VLMC
CELL.8654,CELL.8654,6,Injury_15DPI_rep2_FP200000266TR_E2,8654,0,DPEX,inj,D,inj_D_MP,3208.0,1946.0,DPEX,DPEX
CELL.8655,CELL.8655,0,Injury_15DPI_rep2_FP200000266TR_E2,8655,1,VLMC,inj,D,inj_D_MP,3214.0,2233.0,VLMC,VLMC
CELL.8656,CELL.8656,0,Injury_15DPI_rep2_FP200000266TR_E2,8656,13,IMC,uninj,D,NO,3208.0,3214.0,Microglia,MCG
CELL.8659,CELL.8659,10,Injury_15DPI_rep2_FP200000266TR_E2,8659,10,NPTXEX,uninj,D,NO,3201.0,4945.0,NPTXEX,NPTXEX
CELL.8660,CELL.8660,10,Injury_15DPI_rep2_FP200000266TR_E2,8660,10,NPTXEX,uninj,D,NO,3209.0,5070.0,NPTXEX,NPTXEX
CELL.8661,CELL.8661,0,Injury_15DPI_rep2_FP200000266TR_E2,8661,13,IMC,inj,D,inj_D_LP,3206.0,222.0,Microglia,MCG
CELL.8663,CELL.8663,9,Injury_15DPI_rep2_FP200000266TR_E2,8663,11,DMIN,inj,D,inj_D_LP,3213.0,637.0,REARGC,REAEGC
CELL.8666,CELL.8666,6,Injury_15DPI_rep2_FP200000266TR_E2,8666,0,DPEX,inj,D,inj_D_MP,3210.0,2052.0,DPEX,DPEX
CELL.8667,CELL.8667,6,Injury_15DPI_rep2_FP200000266TR_E2,8667,13,IMC,uninj,D,NO,3208.0,3192.0,Microglia,MCG
CELL.8668,CELL.8668,6,Injury_15DPI_rep2_FP200000266TR_E2,8668,0,DPEX,uninj,D,NO,3209.0,3586.0,DPEX,DPEX
CELL.8669,CELL.8669,2,Injury_15DPI_rep2_FP200000266TR_E2,8669,6,WNTRGC,uninj,D,NO,3210.0,4144.0,WNTRGC,WNTEGC
CELL.8670,CELL.8670,10,Injury_15DPI_rep2_FP200000266TR_E2,8670,10,NPTXEX,uninj,D,NO,3207.0,5234.0,NPTXEX,NPTXEX
CELL.8671,CELL.8671,12,Injury_15DPI_rep2_FP200000266TR_E2,8671,16,REARGC,inj,D,inj_D_MP,3207.0,1513.0,REARGC,REAEGC
CELL.8672,CELL.8672,12,Injury_15DPI_rep2_FP200000266TR_E2,8672,16,REARGC,inj,D,inj_D_MP,3204.0,1549.0,REARGC,REAEGC
CELL.8673,CELL.8673,11,Injury_15DPI_rep2_FP200000266TR_E2,8673,1,CP,uninj,D,NO,3209.0,3057.0,VLMC,VLMC
CELL.8674,CELL.8674,4,Injury_15DPI_rep2_FP200000266TR_E2,8674,1,CP,uninj,D,NO,3205.0,3085.0,VLMC,VLMC
CELL.8675,CELL.8675,2,Injury_15DPI_rep2_FP200000266TR_E2,8675,6,WNTRGC,uninj,D,NO,3215.0,4048.0,WNTRGC,WNTEGC
CELL.8676,CELL.8676,10,Injury_15DPI_rep2_FP200000266TR_E2,8676,10,NPTXEX,uninj,D,NO,3211.0,5022.0,NPTXEX,NPTXEX
CELL.8677,CELL.8677,4,Injury_15DPI_rep2_FP200000266TR_E2,8677,0,MPEX,inj,D,inj_D_MP,3213.0,1762.0,MPEX,MPEX
CELL.8678,CELL.8678,10,Injury_15DPI_rep2_FP200000266TR_E2,8678,0,DPEX,uninj,D,NO,3204.0,4890.0,DPEX,DPEX
CELL.8679,CELL.8679,4,Injury_15DPI_rep2_FP200000266TR_E2,8679,0,DPEX,inj,D,inj_D_MP,3208.0,2027.0,DPEX,DPEX
CELL.8680,CELL.8680,6,Injury_15DPI_rep2_FP200000266TR_E2,8680,0,DPEX,uninj,D,NO,3216.0,3785.0,DPEX,DPEX
CELL.8681,CELL.8681,0,Injury_15DPI_rep2_FP200000266TR_E2,8681,1,CP,uninj,D,NO,3209.0,4177.0,VLMC,VLMC
CELL.8682,CELL.8682,2,Injury_15DPI_rep2_FP200000266TR_E2,8682,6,WNTRGC,uninj,D,NO,3210.0,4638.0,WNTRGC,WNTEGC
CELL.8683,CELL.8683,2,Injury_15DPI_rep2_FP200000266TR_E2,8683,4,SFRP1RGC,uninj,D,NO,3205.0,4735.0,SFRPRGC,SFRPEGC
CELL.8684,CELL.8684,0,Injury_15DPI_rep2_FP200000266TR_E2,8684,1,CP,inj,D,inj_D_MP,3205.0,1407.0,VLMC,VLMC
CELL.8685,CELL.8685,10,Injury_15DPI_rep2_FP200000266TR_E2,8685,1,CP,uninj,D,NO,3211.0,5283.0,VLMC,VLMC
CELL.8686,CELL.8686,12,Injury_15DPI_rep2_FP200000266TR_E2,8686,16,REARGC,inj,D,inj_D_MP,3223.0,1486.0,REARGC,REAEGC
CELL.8687,CELL.8687,4,Injury_15DPI_rep2_FP200000266TR_E2,8687,0,MPEX,inj,D,inj_D_MP,3215.0,1707.0,MPEX,MPEX
CELL.8688,CELL.8688,6,Injury_15DPI_rep2_FP200000266TR_E2,8688,0,DPEX,uninj,D,NO,3211.0,3476.0,DPEX,DPEX
CELL.8689,CELL.8689,2,Injury_15DPI_rep2_FP200000266TR_E2,8689,6,WNTRGC,uninj,D,NO,3211.0,4008.0,WNTRGC,WNTEGC
CELL.8690,CELL.8690,9,Injury_15DPI_rep2_FP200000266TR_E2,8690,13,Immature NPTXEX,inj,D,inj_D_LP,3221.0,593.0,Immature Neuron-Wound,IMN
CELL.8691,CELL.8691,11,Injury_15DPI_rep2_FP200000266TR_E2,8691,1,VLMC,inj,D,inj_D_LP,3212.0,924.0,VLMC,VLMC
CELL.8692,CELL.8692,4,Injury_15DPI_rep2_FP200000266TR_E2,8692,1,VLMC,inj,D,inj_D_MP,3211.0,2206.0,VLMC,VLMC
CELL.8693,CELL.8693,6,Injury_15DPI_rep2_FP200000266TR_E2,8693,0,SSTIN,inj,D,inj_D_MP,3216.0,1664.0,DPEX,DPEX
CELL.8694,CELL.8694,9,Injury_15DPI_rep2_FP200000266TR_E2,8694,13,Immature NPTXEX,inj,D,inj_D_LP,3216.0,460.0,Immature Neuron-Wound,IMN
CELL.8695,CELL.8695,9,Injury_15DPI_rep2_FP200000266TR_E2,8695,11,REARGC,inj,D,inj_D_LP,3214.0,715.0,REARGC,REAEGC
CELL.8696,CELL.8696,4,Injury_15DPI_rep2_FP200000266TR_E2,8696,0,DPEX,inj,D,inj_D_MP,3215.0,1823.0,MPEX,MPEX
CELL.8698,CELL.8698,9,Injury_15DPI_rep2_FP200000266TR_E2,8698,13,Immature NPTXEX,inj,D,inj_D_LP,3210.0,504.0,Immature Neuron-Wound,IMN
CELL.8699,CELL.8699,9,Injury_15DPI_rep2_FP200000266TR_E2,8699,11,REARGC,inj,D,inj_D_LP,3217.0,794.0,REARGC,REAEGC
CELL.8700,CELL.8700,0,Injury_15DPI_rep2_FP200000266TR_E2,8700,17,CP,inj,D,inj_D_MP,3215.0,1154.0,VLMC,VLMC
CELL.8701,CELL.8701,4,Injury_15DPI_rep2_FP200000266TR_E2,8701,8,SSTIN,inj,D,inj_D_MP,3218.0,1609.0,SSTIN,SSTIN
CELL.8703,CELL.8703,10,Injury_15DPI_rep2_FP200000266TR_E2,8703,10,NPTXEX,uninj,D,NO,3215.0,5142.0,NPTXEX,NPTXEX
CELL.8704,CELL.8704,1,Injury_15DPI_rep2_FP200000266TR_E2,8704,16,REARGC,inj,D,inj_D_MP,3220.0,1581.0,REARGC,REAEGC
CELL.8705,CELL.8705,4,Injury_15DPI_rep2_FP200000266TR_E2,8705,0,DPEX,inj,D,inj_D_MP,3220.0,1848.0,DPEX,DPEX
CELL.8706,CELL.8706,4,Injury_15DPI_rep2_FP200000266TR_E2,8706,8,SSTIN,inj,D,inj_D_MP,3221.0,2175.0,SSTIN,SSTIN
CELL.8707,CELL.8707,10,Injury_15DPI_rep2_FP200000266TR_E2,8707,10,NPTXEX,uninj,D,NO,3216.0,4859.0,NPTXEX,NPTXEX
CELL.8708,CELL.8708,6,Injury_15DPI_rep2_FP200000266TR_E2,8708,0,MPEX,uninj,D,NO,3211.0,3813.0,MPEX,MPEX
CELL.8709,CELL.8709,10,Injury_15DPI_rep2_FP200000266TR_E2,8709,10,NPTXEX,uninj,D,NO,3221.0,4834.0,NPTXEX,NPTXEX
CELL.8710,CELL.8710,2,Injury_15DPI_rep2_FP200000266TR_E2,8710,6,WNTRGC,uninj,D,NO,3226.0,4075.0,WNTRGC,WNTEGC
CELL.8711,CELL.8711,10,Injury_15DPI_rep2_FP200000266TR_E2,8711,10,NPTXEX,uninj,D,NO,3222.0,5167.0,NPTXEX,NPTXEX
CELL.8712,CELL.8712,9,Injury_15DPI_rep2_FP200000266TR_E2,8712,13,Immature NPTXEX,inj,D,inj_D_LP,3225.0,286.0,Immature Neuron-Wound,IMN
CELL.8713,CELL.8713,6,Injury_15DPI_rep2_FP200000266TR_E2,8713,0,DPEX,inj,D,inj_D_MP,3224.0,2132.0,DPEX,DPEX
CELL.8714,CELL.8714,0,Injury_15DPI_rep2_FP200000266TR_E2,8714,1,CP,uninj,D,NO,3226.0,4202.0,VLMC,VLMC
CELL.8715,CELL.8715,9,Injury_15DPI_rep2_FP200000266TR_E2,8715,11,REARGC,inj,D,inj_D_LP,3220.0,746.0,REARGC,REAEGC
CELL.8716,CELL.8716,2,Injury_15DPI_rep2_FP200000266TR_E2,8716,4,SFRP1RGC,uninj,D,NO,3224.0,4678.0,SFRPRGC,SFRPEGC
CELL.8717,CELL.8717,9,Injury_15DPI_rep2_FP200000266TR_E2,8717,13,Immature NPTXEX,inj,D,inj_D_LP,3225.0,371.0,Immature Neuron-Wound,IMN
CELL.8718,CELL.8718,0,Injury_15DPI_rep2_FP200000266TR_E2,8718,1,VLMC,inj,D,inj_D_LP,3227.0,1001.0,VLMC,VLMC
CELL.8719,CELL.8719,6,Injury_15DPI_rep2_FP200000266TR_E2,8719,0,DPEX,inj,D,inj_D_MP,3227.0,2101.0,DPEX,DPEX
CELL.8720,CELL.8720,4,Injury_15DPI_rep2_FP200000266TR_E2,8720,0,DPEX,uninj,D,NO,3222.0,3271.0,DPEX,DPEX
CELL.8721,CELL.8721,6,Injury_15DPI_rep2_FP200000266TR_E2,8721,0,DPEX,uninj,D,NO,3229.0,3529.0,DPEX,DPEX
CELL.8722,CELL.8722,10,Injury_15DPI_rep2_FP200000266TR_E2,8722,10,NPTXEX,uninj,D,NO,3223.0,5113.0,NPTXEX,NPTXEX
CELL.8723,CELL.8723,0,Injury_15DPI_rep2_FP200000266TR_E2,8723,1,VLMC,inj,D,inj_D_LP,3224.0,971.0,VLMC,VLMC
CELL.8724,CELL.8724,4,Injury_15DPI_rep2_FP200000266TR_E2,8724,0,DPEX,uninj,D,NO,3225.0,3683.0,MPEX,MPEX
CELL.8725,CELL.8725,10,Injury_15DPI_rep2_FP200000266TR_E2,8725,10,NPTXEX,uninj,D,NO,3228.0,4977.0,NPTXEX,NPTXEX
CELL.8726,CELL.8726,10,Injury_15DPI_rep2_FP200000266TR_E2,8726,10,NPTXEX,uninj,D,NO,3227.0,5193.0,NPTXEX,NPTXEX
CELL.8727,CELL.8727,9,Injury_15DPI_rep2_FP200000266TR_E2,8727,13,Immature NPTXEX,inj,D,inj_D_LP,3230.0,550.0,Immature Neuron-Wound,IMN
CELL.8728,CELL.8728,0,Injury_15DPI_rep2_FP200000266TR_E2,8728,1,CP,inj,D,inj_D_MP,3222.0,1378.0,VLMC,VLMC
CELL.8729,CELL.8729,0,Injury_15DPI_rep2_FP200000266TR_E2,8729,9,VLMC,inj,D,inj_D_MP,3223.0,2392.0,VLMC,VLMC
CELL.8730,CELL.8730,0,Injury_15DPI_rep2_FP200000266TR_E2,8730,13,IMC,uninj,D,NO,3226.0,3170.0,Microglia,MCG
CELL.8731,CELL.8731,6,Injury_15DPI_rep2_FP200000266TR_E2,8731,0,DPEX,uninj,D,NO,3227.0,3968.0,DPEX,DPEX
CELL.8732,CELL.8732,10,Injury_15DPI_rep2_FP200000266TR_E2,8732,1,CP,uninj,D,NO,3232.0,5318.0,VLMC,VLMC
CELL.8733,CELL.8733,0,Injury_15DPI_rep2_FP200000266TR_E2,8733,1,VLMC,inj,D,inj_D_LP,3234.0,944.0,VLMC,VLMC
CELL.8734,CELL.8734,2,Injury_15DPI_rep2_FP200000266TR_E2,8734,4,SFRP1RGC,uninj,D,NO,3229.0,4652.0,SFRPRGC,SFRPEGC
CELL.8735,CELL.8735,10,Injury_15DPI_rep2_FP200000266TR_E2,8735,10,NPTXEX,uninj,D,NO,3223.0,4804.0,NPTXEX,NPTXEX
CELL.8736,CELL.8736,10,Injury_15DPI_rep2_FP200000266TR_E2,8736,10,NPTXEX,uninj,D,NO,3227.0,4898.0,NPTXEX,NPTXEX
CELL.8737,CELL.8737,10,Injury_15DPI_rep2_FP200000266TR_E2,8737,10,NPTXEX,uninj,D,NO,3235.0,4926.0,NPTXEX,NPTXEX
CELL.8738,CELL.8738,10,Injury_15DPI_rep2_FP200000266TR_E2,8738,10,NPTXEX,uninj,D,NO,3229.0,5242.0,NPTXEX,NPTXEX
CELL.8739,CELL.8739,0,Injury_15DPI_rep2_FP200000266TR_E2,8739,9,VLMC,uninj,D,NO,3228.0,5435.0,VLMC,VLMC
CELL.8740,CELL.8740,9,Injury_15DPI_rep2_FP200000266TR_E2,8740,11,REARGC,inj,D,inj_D_LP,3229.0,677.0,REARGC,REAEGC
CELL.8743,CELL.8743,4,Injury_15DPI_rep2_FP200000266TR_E2,8743,0,DPEX,uninj,D,NO,3230.0,3744.0,MPEX,MPEX
CELL.8744,CELL.8744,9,Injury_15DPI_rep2_FP200000266TR_E2,8744,13,Immature NPTXEX,inj,D,inj_D_LP,3233.0,433.0,Immature Neuron-Wound,IMN
CELL.8745,CELL.8745,6,Injury_15DPI_rep2_FP200000266TR_E2,8745,0,DPEX,uninj,D,NO,3232.0,3471.0,DPEX,DPEX
CELL.8746,CELL.8746,2,Injury_15DPI_rep2_FP200000266TR_E2,8746,6,WNTRGC,uninj,D,NO,3231.0,4102.0,WNTRGC,WNTEGC
CELL.8747,CELL.8747,2,Injury_15DPI_rep2_FP200000266TR_E2,8747,6,WNTRGC,uninj,D,NO,3234.0,4134.0,WNTRGC,WNTEGC
CELL.8748,CELL.8748,10,Injury_15DPI_rep2_FP200000266TR_E2,8748,4,SFRP1RGC,uninj,D,NO,3235.0,4740.0,SFRPRGC,SFRPEGC
CELL.8749,CELL.8749,10,Injury_15DPI_rep2_FP200000266TR_E2,8749,10,NPTXEX,uninj,D,NO,3230.0,4950.0,NPTXEX,NPTXEX
CELL.8750,CELL.8750,4,Injury_15DPI_rep2_FP200000266TR_E2,8750,0,DPEX,inj,D,inj_D_MP,3229.0,1790.0,DPEX,DPEX
CELL.8751,CELL.8751,4,Injury_15DPI_rep2_FP200000266TR_E2,8751,0,MPEX,inj,D,inj_D_MP,3243.0,1888.0,MPEX,MPEX
CELL.8752,CELL.8752,6,Injury_15DPI_rep2_FP200000266TR_E2,8752,10,NPTXEX,uninj,D,NO,3225.0,3229.0,NPTXEX,NPTXEX
CELL.8753,CELL.8753,6,Injury_15DPI_rep2_FP200000266TR_E2,8753,0,DPEX,uninj,D,NO,3232.0,3445.0,DPEX,DPEX
CELL.8754,CELL.8754,2,Injury_15DPI_rep2_FP200000266TR_E2,8754,6,WNTRGC,uninj,D,NO,3235.0,4168.0,WNTRGC,WNTEGC
CELL.8756,CELL.8756,0,Injury_15DPI_rep2_FP200000266TR_E2,8756,9,VLMC,inj,D,inj_D_MP,3234.0,2417.0,VLMC,VLMC
CELL.8757,CELL.8757,6,Injury_15DPI_rep2_FP200000266TR_E2,8757,0,DPEX,uninj,D,NO,3229.0,3716.0,DPEX,DPEX
CELL.8758,CELL.8758,12,Injury_15DPI_rep2_FP200000266TR_E2,8758,11,DMIN,inj,D,inj_D_MP,3241.0,1551.0,REARGC,REAEGC
CELL.8759,CELL.8759,6,Injury_15DPI_rep2_FP200000266TR_E2,8759,8,SSTIN,uninj,D,NO,3235.0,3369.0,SSTIN,SSTIN
CELL.8760,CELL.8760,6,Injury_15DPI_rep2_FP200000266TR_E2,8760,0,DPEX,uninj,D,NO,3233.0,3623.0,DPEX,DPEX
CELL.8761,CELL.8761,9,Injury_15DPI_rep2_FP200000266TR_E2,8761,13,Immature NPTXEX,inj,D,inj_D_LP,3234.0,331.0,Immature Neuron-Wound,IMN
CELL.8762,CELL.8762,6,Injury_15DPI_rep2_FP200000266TR_E2,8762,0,DPEX,uninj,D,NO,3245.0,3565.0,DPEX,DPEX
CELL.8763,CELL.8763,6,Injury_15DPI_rep2_FP200000266TR_E2,8763,0,DPEX,uninj,D,NO,3233.0,3849.0,DPEX,DPEX
CELL.8764,CELL.8764,9,Injury_15DPI_rep2_FP200000266TR_E2,8764,11,DMIN,inj,D,inj_D_LP,3237.0,640.0,REARGC,REAEGC
CELL.8765,CELL.8765,4,Injury_15DPI_rep2_FP200000266TR_E2,8765,0,DPEX,inj,D,inj_D_MP,3235.0,2068.0,DPEX,DPEX
CELL.8766,CELL.8766,2,Injury_15DPI_rep2_FP200000266TR_E2,8766,4,SFRP1RGC,uninj,D,NO,3245.0,4558.0,SFRPRGC,SFRPEGC
CELL.8767,CELL.8767,6,Injury_15DPI_rep2_FP200000266TR_E2,8767,0,MPEX,uninj,D,NO,3230.0,3944.0,MPEX,MPEX
CELL.8768,CELL.8768,4,Injury_15DPI_rep2_FP200000266TR_E2,8768,0,MPEX,inj,D,inj_D_MP,3235.0,1722.0,MPEX,MPEX
CELL.8769,CELL.8769,6,Injury_15DPI_rep2_FP200000266TR_E2,8769,0,MPEX,uninj,D,NO,3235.0,3882.0,MPEX,MPEX
CELL.8770,CELL.8770,2,Injury_15DPI_rep2_FP200000266TR_E2,8770,6,WNTRGC,uninj,D,NO,3233.0,4031.0,WNTRGC,WNTEGC
CELL.8771,CELL.8771,9,Injury_15DPI_rep2_FP200000266TR_E2,8771,13,Immature NPTXEX,inj,D,inj_D_LP,3241.0,465.0,Immature Neuron-Wound,IMN
CELL.8772,CELL.8772,9,Injury_15DPI_rep2_FP200000266TR_E2,8772,11,REARGC,inj,D,inj_D_LP,3239.0,720.0,REARGC,REAEGC
CELL.8773,CELL.8773,0,Injury_15DPI_rep2_FP200000266TR_E2,8773,17,CP,inj,D,inj_D_LP,3237.0,1058.0,VLMC,VLMC
CELL.8774,CELL.8774,2,Injury_15DPI_rep2_FP200000266TR_E2,8774,4,SFRP1RGC,uninj,D,NO,3244.0,4625.0,SFRPRGC,SFRPEGC
CELL.8775,CELL.8775,10,Injury_15DPI_rep2_FP200000266TR_E2,8775,10,NPTXEX,uninj,D,NO,3240.0,4769.0,NPTXEX,NPTXEX
CELL.8776,CELL.8776,9,Injury_15DPI_rep2_FP200000266TR_E2,8776,13,Immature NPTXEX,inj,D,inj_D_LP,3240.0,496.0,Immature Neuron-Wound,IMN
CELL.8777,CELL.8777,6,Injury_15DPI_rep2_FP200000266TR_E2,8777,0,DPEX,inj,D,inj_D_MP,3244.0,1633.0,DPEX,DPEX
CELL.8779,CELL.8779,6,Injury_15DPI_rep2_FP200000266TR_E2,8779,13,IMC,uninj,D,NO,3239.0,3196.0,Microglia,MCG
CELL.8780,CELL.8780,6,Injury_15DPI_rep2_FP200000266TR_E2,8780,8,SSTIN,uninj,D,NO,3239.0,3767.0,SSTIN,SSTIN
