,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,inj_M_L,Annotation_Final,Annotation_0306
CELL.6927,CELL.6927,8,Injury_2DPI_rep1_SS200000147BL_D5,6927,3,9337.0,2192.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6928,CELL.6928,1,Injury_2DPI_rep1_SS200000147BL_D5,6928,0,9341.0,3947.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6929,CELL.6929,1,Injury_2DPI_rep1_SS200000147BL_D5,6929,0,9338.0,4275.0,uninj,V,NO,MSN,MSN
CELL.6930,CELL.6930,4,Injury_2DPI_rep1_SS200000147BL_D5,6930,8,9347.0,2546.0,uninj,D,NO,DIPC,TLNBL
CELL.6931,CELL.6931,1,Injury_2DPI_rep1_SS200000147BL_D5,6931,0,9335.0,3424.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6933,CELL.6933,0,Injury_2DPI_rep1_SS200000147BL_D5,6933,2,9342.0,1314.0,uninj,D,NO,VLMC,VLMC
CELL.6934,CELL.6934,8,Injury_2DPI_rep1_SS200000147BL_D5,6934,3,9342.0,2090.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6935,CELL.6935,1,Injury_2DPI_rep1_SS200000147BL_D5,6935,0,9338.0,4460.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6936,CELL.6936,8,Injury_2DPI_rep1_SS200000147BL_D5,6936,3,9338.0,2152.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6937,CELL.6937,4,Injury_2DPI_rep1_SS200000147BL_D5,6937,0,9344.0,2884.0,uninj,D,NO,MSN,MSN
CELL.6938,CELL.6938,4,Injury_2DPI_rep1_SS200000147BL_D5,6938,0,9342.0,2987.0,uninj,D,NO,MSN,MSN
CELL.6939,CELL.6939,1,Injury_2DPI_rep1_SS200000147BL_D5,6939,0,9330.0,3500.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6940,CELL.6940,1,Injury_2DPI_rep1_SS200000147BL_D5,6940,0,9349.0,4107.0,uninj,V,NO,MSN,MSN
CELL.6941,CELL.6941,4,Injury_2DPI_rep1_SS200000147BL_D5,6941,0,9344.0,2463.0,uninj,D,NO,MSN,MSN
CELL.6942,CELL.6942,1,Injury_2DPI_rep1_SS200000147BL_D5,6942,0,9342.0,3172.0,uninj,D,NO,MSN,MSN
CELL.6943,CELL.6943,1,Injury_2DPI_rep1_SS200000147BL_D5,6943,2,9347.0,3613.0,uninj,V,NO,VLMC,VLMC
CELL.6944,CELL.6944,1,Injury_2DPI_rep1_SS200000147BL_D5,6944,10,9347.0,4205.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6945,CELL.6945,4,Injury_2DPI_rep1_SS200000147BL_D5,6945,0,9341.0,3146.0,uninj,D,NO,MSN,MSN
CELL.6946,CELL.6946,1,Injury_2DPI_rep1_SS200000147BL_D5,6946,0,9342.0,3312.0,uninj,V,NO,MSN,MSN
CELL.6947,CELL.6947,8,Injury_2DPI_rep1_SS200000147BL_D5,6947,3,9352.0,2213.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6948,CELL.6948,8,Injury_2DPI_rep1_SS200000147BL_D5,6948,3,9347.0,1823.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6949,CELL.6949,8,Injury_2DPI_rep1_SS200000147BL_D5,6949,3,9347.0,2124.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6950,CELL.6950,4,Injury_2DPI_rep1_SS200000147BL_D5,6950,0,9341.0,2486.0,uninj,D,NO,MSN,MSN
CELL.6951,CELL.6951,1,Injury_2DPI_rep1_SS200000147BL_D5,6951,2,9343.0,3689.0,uninj,V,NO,VLMC,VLMC
CELL.6952,CELL.6952,1,Injury_2DPI_rep1_SS200000147BL_D5,6952,0,9349.0,3977.0,uninj,V,NO,MSN,MSN
CELL.6953,CELL.6953,1,Injury_2DPI_rep1_SS200000147BL_D5,6953,0,9347.0,4638.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6954,CELL.6954,4,Injury_2DPI_rep1_SS200000147BL_D5,6954,0,9350.0,3028.0,uninj,D,NO,MSN,MSN
CELL.6955,CELL.6955,1,Injury_2DPI_rep1_SS200000147BL_D5,6955,0,9353.0,3386.0,uninj,V,NO,MSN,MSN
CELL.6956,CELL.6956,4,Injury_2DPI_rep1_SS200000147BL_D5,6956,0,9341.0,2434.0,uninj,D,NO,MSN,MSN
CELL.6957,CELL.6957,4,Injury_2DPI_rep1_SS200000147BL_D5,6957,0,9352.0,2740.0,uninj,D,NO,MSN,MSN
CELL.6958,CELL.6958,1,Injury_2DPI_rep1_SS200000147BL_D5,6958,0,9345.0,3794.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6959,CELL.6959,1,Injury_2DPI_rep1_SS200000147BL_D5,6959,0,9358.0,4054.0,uninj,V,NO,MSN,MSN
CELL.6960,CELL.6960,1,Injury_2DPI_rep1_SS200000147BL_D5,6960,0,9348.0,4148.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6961,CELL.6961,1,Injury_2DPI_rep1_SS200000147BL_D5,6961,0,9348.0,4694.0,uninj,V,NO,MSN,MSN
CELL.6962,CELL.6962,6,Injury_2DPI_rep1_SS200000147BL_D5,6962,3,9347.0,4787.0,uninj,V,NO,VLMC,VLMC
CELL.6963,CELL.6963,8,Injury_2DPI_rep1_SS200000147BL_D5,6963,3,9349.0,1939.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6964,CELL.6964,4,Injury_2DPI_rep1_SS200000147BL_D5,6964,0,9348.0,2774.0,uninj,D,NO,MSN,MSN
CELL.6965,CELL.6965,8,Injury_2DPI_rep1_SS200000147BL_D5,6965,3,9354.0,1907.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6966,CELL.6966,1,Injury_2DPI_rep1_SS200000147BL_D5,6966,0,9348.0,4492.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6967,CELL.6967,1,Injury_2DPI_rep1_SS200000147BL_D5,6967,0,9351.0,4434.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6968,CELL.6968,4,Injury_2DPI_rep1_SS200000147BL_D5,6968,8,9361.0,2601.0,uninj,D,NO,DIPC,TLNBL
CELL.6969,CELL.6969,1,Injury_2DPI_rep1_SS200000147BL_D5,6969,10,9355.0,3521.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6970,CELL.6970,1,Injury_2DPI_rep1_SS200000147BL_D5,6970,0,9354.0,4242.0,uninj,V,NO,MSN,MSN
CELL.6971,CELL.6971,4,Injury_2DPI_rep1_SS200000147BL_D5,6971,0,9354.0,2826.0,uninj,D,NO,MSN,MSN
CELL.6972,CELL.6972,4,Injury_2DPI_rep1_SS200000147BL_D5,6972,0,9360.0,3352.0,uninj,V,NO,MSN,MSN
CELL.6973,CELL.6973,1,Injury_2DPI_rep1_SS200000147BL_D5,6973,0,9355.0,4014.0,uninj,V,NO,MSN,MSN
CELL.6974,CELL.6974,1,Injury_2DPI_rep1_SS200000147BL_D5,6974,0,9356.0,4316.0,uninj,V,NO,MSN,MSN
CELL.6975,CELL.6975,0,Injury_2DPI_rep1_SS200000147BL_D5,6975,2,9355.0,5181.0,uninj,V,NO,VLMC,VLMC
CELL.6976,CELL.6976,8,Injury_2DPI_rep1_SS200000147BL_D5,6976,3,9358.0,2029.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6977,CELL.6977,8,Injury_2DPI_rep1_SS200000147BL_D5,6977,3,9359.0,2058.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6978,CELL.6978,4,Injury_2DPI_rep1_SS200000147BL_D5,6978,8,9351.0,2380.0,uninj,D,NO,DIPC,TLNBL
CELL.6979,CELL.6979,4,Injury_2DPI_rep1_SS200000147BL_D5,6979,0,9354.0,2948.0,uninj,D,NO,MSN,MSN
CELL.6980,CELL.6980,1,Injury_2DPI_rep1_SS200000147BL_D5,6980,2,9352.0,3829.0,uninj,V,NO,VLMC,VLMC
CELL.6981,CELL.6981,1,Injury_2DPI_rep1_SS200000147BL_D5,6981,0,9361.0,3076.0,uninj,D,NO,MSN,MSN
CELL.6982,CELL.6982,1,Injury_2DPI_rep1_SS200000147BL_D5,6982,2,9358.0,3713.0,uninj,V,NO,VLMC,VLMC
CELL.6983,CELL.6983,1,Injury_2DPI_rep1_SS200000147BL_D5,6983,2,9367.0,3736.0,uninj,V,NO,VLMC,VLMC
CELL.6984,CELL.6984,8,Injury_2DPI_rep1_SS200000147BL_D5,6984,3,9364.0,2231.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.6985,CELL.6985,1,Injury_2DPI_rep1_SS200000147BL_D5,6985,14,9359.0,3875.0,uninj,V,NO,OLIGO,OLIGO
CELL.6986,CELL.6986,1,Injury_2DPI_rep1_SS200000147BL_D5,6986,0,9357.0,4368.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6987,CELL.6987,0,Injury_2DPI_rep1_SS200000147BL_D5,6987,8,9363.0,2667.0,uninj,D,NO,DIPC,TLNBL
CELL.6988,CELL.6988,4,Injury_2DPI_rep1_SS200000147BL_D5,6988,0,9375.0,2702.0,uninj,D,NO,MSN,MSN
CELL.6989,CELL.6989,4,Injury_2DPI_rep1_SS200000147BL_D5,6989,0,9363.0,3244.0,uninj,V,NO,MSN,MSN
CELL.6990,CELL.6990,1,Injury_2DPI_rep1_SS200000147BL_D5,6990,10,9360.0,3556.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6991,CELL.6991,6,Injury_2DPI_rep1_SS200000147BL_D5,6991,5,9363.0,4748.0,uninj,V,NO,OBNBL,OBNBL
CELL.6992,CELL.6992,4,Injury_2DPI_rep1_SS200000147BL_D5,6992,8,9364.0,2349.0,uninj,D,NO,DIPC,TLNBL
CELL.6993,CELL.6993,4,Injury_2DPI_rep1_SS200000147BL_D5,6993,8,9363.0,2510.0,uninj,D,NO,DIPC,TLNBL
CELL.6994,CELL.6994,4,Injury_2DPI_rep1_SS200000147BL_D5,6994,0,9364.0,2900.0,uninj,D,NO,MSN,MSN
CELL.6995,CELL.6995,4,Injury_2DPI_rep1_SS200000147BL_D5,6995,0,9366.0,3273.0,uninj,V,NO,MSN,MSN
CELL.6996,CELL.6996,1,Injury_2DPI_rep1_SS200000147BL_D5,6996,0,9360.0,4542.0,uninj,V,NO,MSN,MSN
CELL.6997,CELL.6997,1,Injury_2DPI_rep1_SS200000147BL_D5,6997,10,9371.0,3482.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6998,CELL.6998,1,Injury_2DPI_rep1_SS200000147BL_D5,6998,0,9365.0,3764.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.6999,CELL.6999,8,Injury_2DPI_rep1_SS200000147BL_D5,6999,3,9366.0,2175.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7000,CELL.7000,8,Injury_2DPI_rep1_SS200000147BL_D5,7000,3,9364.0,2286.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7001,CELL.7001,4,Injury_2DPI_rep1_SS200000147BL_D5,7001,0,9368.0,2863.0,uninj,D,NO,MSN,MSN
CELL.7002,CELL.7002,1,Injury_2DPI_rep1_SS200000147BL_D5,7002,2,9365.0,3624.0,uninj,V,NO,VLMC,VLMC
CELL.7003,CELL.7003,1,Injury_2DPI_rep1_SS200000147BL_D5,7003,0,9355.0,4395.0,uninj,V,NO,MSN,MSN
CELL.7004,CELL.7004,1,Injury_2DPI_rep1_SS200000147BL_D5,7004,0,9369.0,4085.0,uninj,V,NO,MSN,MSN
CELL.7005,CELL.7005,8,Injury_2DPI_rep1_SS200000147BL_D5,7005,3,9367.0,1982.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7006,CELL.7006,1,Injury_2DPI_rep1_SS200000147BL_D5,7006,0,9359.0,3204.0,uninj,D,NO,MSN,MSN
CELL.7007,CELL.7007,8,Injury_2DPI_rep1_SS200000147BL_D5,7007,3,9370.0,2317.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7008,CELL.7008,4,Injury_2DPI_rep1_SS200000147BL_D5,7008,8,9361.0,2573.0,uninj,D,NO,DIPC,TLNBL
CELL.7009,CELL.7009,1,Injury_2DPI_rep1_SS200000147BL_D5,7009,0,9365.0,3108.0,uninj,D,NO,MSN,MSN
CELL.7010,CELL.7010,4,Injury_2DPI_rep1_SS200000147BL_D5,7010,8,9368.0,2538.0,uninj,D,NO,DIPC,TLNBL
CELL.7011,CELL.7011,1,Injury_2DPI_rep1_SS200000147BL_D5,7011,0,9366.0,3932.0,uninj,V,NO,MSN,MSN
CELL.7012,CELL.7012,1,Injury_2DPI_rep1_SS200000147BL_D5,7012,0,9368.0,4275.0,uninj,V,NO,MSN,MSN
CELL.7013,CELL.7013,1,Injury_2DPI_rep1_SS200000147BL_D5,7013,10,9373.0,4180.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7014,CELL.7014,8,Injury_2DPI_rep1_SS200000147BL_D5,7014,3,9372.0,2084.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7015,CELL.7015,8,Injury_2DPI_rep1_SS200000147BL_D5,7015,3,9377.0,2128.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7016,CELL.7016,1,Injury_2DPI_rep1_SS200000147BL_D5,7016,0,9376.0,3164.0,uninj,D,NO,MSN,MSN
CELL.7017,CELL.7017,1,Injury_2DPI_rep1_SS200000147BL_D5,7017,2,9369.0,3592.0,uninj,V,NO,VLMC,VLMC
CELL.7018,CELL.7018,0,Injury_2DPI_rep1_SS200000147BL_D5,7018,0,9369.0,4569.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7019,CELL.7019,4,Injury_2DPI_rep1_SS200000147BL_D5,7019,9,9385.0,2617.0,uninj,D,NO,Microglia,MCG
CELL.7020,CELL.7020,4,Injury_2DPI_rep1_SS200000147BL_D5,7020,0,9374.0,3042.0,uninj,D,NO,MSN,MSN
CELL.7021,CELL.7021,1,Injury_2DPI_rep1_SS200000147BL_D5,7021,0,9372.0,3411.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7022,CELL.7022,4,Injury_2DPI_rep1_SS200000147BL_D5,7022,0,9377.0,3008.0,uninj,D,NO,MSN,MSN
CELL.7023,CELL.7023,1,Injury_2DPI_rep1_SS200000147BL_D5,7023,0,9374.0,3448.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7024,CELL.7024,8,Injury_2DPI_rep1_SS200000147BL_D5,7024,3,9375.0,2252.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7025,CELL.7025,1,Injury_2DPI_rep1_SS200000147BL_D5,7025,0,9374.0,3137.0,uninj,D,NO,MSN,MSN
CELL.7026,CELL.7026,1,Injury_2DPI_rep1_SS200000147BL_D5,7026,0,9376.0,3299.0,uninj,V,NO,MSN,MSN
CELL.7027,CELL.7027,1,Injury_2DPI_rep1_SS200000147BL_D5,7027,0,9375.0,4116.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7028,CELL.7028,4,Injury_2DPI_rep1_SS200000147BL_D5,7028,10,9374.0,4595.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7029,CELL.7029,4,Injury_2DPI_rep1_SS200000147BL_D5,7029,0,9372.0,2467.0,uninj,D,NO,MSN,MSN
CELL.7030,CELL.7030,4,Injury_2DPI_rep1_SS200000147BL_D5,7030,0,9376.0,2801.0,uninj,D,NO,MSN,MSN
CELL.7031,CELL.7031,4,Injury_2DPI_rep1_SS200000147BL_D5,7031,0,9379.0,2954.0,uninj,D,NO,MSN,MSN
CELL.7032,CELL.7032,1,Injury_2DPI_rep1_SS200000147BL_D5,7032,10,9379.0,3505.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7033,CELL.7033,1,Injury_2DPI_rep1_SS200000147BL_D5,7033,14,9377.0,3820.0,uninj,V,NO,OLIGO,OLIGO
CELL.7034,CELL.7034,0,Injury_2DPI_rep1_SS200000147BL_D5,7034,2,9377.0,1336.0,uninj,D,NO,VLMC,VLMC
CELL.7035,CELL.7035,4,Injury_2DPI_rep1_SS200000147BL_D5,7035,0,9388.0,2432.0,uninj,D,NO,MSN,MSN
CELL.7036,CELL.7036,1,Injury_2DPI_rep1_SS200000147BL_D5,7036,0,9380.0,4030.0,uninj,V,NO,MSN,MSN
CELL.7037,CELL.7037,4,Injury_2DPI_rep1_SS200000147BL_D5,7037,9,9380.0,2657.0,uninj,D,NO,Microglia,MCG
CELL.7038,CELL.7038,1,Injury_2DPI_rep1_SS200000147BL_D5,7038,2,9374.0,3660.0,uninj,V,NO,VLMC,VLMC
CELL.7039,CELL.7039,1,Injury_2DPI_rep1_SS200000147BL_D5,7039,0,9386.0,4251.0,uninj,V,NO,MSN,MSN
CELL.7040,CELL.7040,1,Injury_2DPI_rep1_SS200000147BL_D5,7040,0,9383.0,4298.0,uninj,V,NO,MSN,MSN
CELL.7041,CELL.7041,1,Injury_2DPI_rep1_SS200000147BL_D5,7041,0,9382.0,3903.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7042,CELL.7042,0,Injury_2DPI_rep1_SS200000147BL_D5,7042,0,9383.0,4448.0,uninj,V,NO,MSN,MSN
CELL.7043,CELL.7043,1,Injury_2DPI_rep1_SS200000147BL_D5,7043,0,9384.0,3235.0,uninj,V,NO,MSN,MSN
CELL.7044,CELL.7044,1,Injury_2DPI_rep1_SS200000147BL_D5,7044,0,9383.0,3989.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7045,CELL.7045,1,Injury_2DPI_rep1_SS200000147BL_D5,7045,0,9389.0,4226.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7046,CELL.7046,8,Injury_2DPI_rep1_SS200000147BL_D5,7046,3,9388.0,2062.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7047,CELL.7047,1,Injury_2DPI_rep1_SS200000147BL_D5,7047,0,9390.0,3710.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7048,CELL.7048,8,Injury_2DPI_rep1_SS200000147BL_D5,7048,3,9388.0,2208.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7049,CELL.7049,1,Injury_2DPI_rep1_SS200000147BL_D5,7049,0,9386.0,3194.0,uninj,D,NO,MSN,MSN
CELL.7050,CELL.7050,1,Injury_2DPI_rep1_SS200000147BL_D5,7050,0,9382.0,3332.0,uninj,V,NO,MSN,MSN
CELL.7051,CELL.7051,1,Injury_2DPI_rep1_SS200000147BL_D5,7051,10,9386.0,4202.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7052,CELL.7052,1,Injury_2DPI_rep1_SS200000147BL_D5,7052,0,9390.0,4329.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7053,CELL.7053,8,Injury_2DPI_rep1_SS200000147BL_D5,7053,2,9387.0,1904.0,uninj,D,NO,VLMC,VLMC
CELL.7054,CELL.7054,1,Injury_2DPI_rep1_SS200000147BL_D5,7054,14,9389.0,3855.0,uninj,V,NO,OLIGO,OLIGO
CELL.7055,CELL.7055,1,Injury_2DPI_rep1_SS200000147BL_D5,7055,0,9390.0,4148.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7056,CELL.7056,1,Injury_2DPI_rep1_SS200000147BL_D5,7056,0,9395.0,4614.0,uninj,V,NO,MSN,MSN
CELL.7057,CELL.7057,8,Injury_2DPI_rep1_SS200000147BL_D5,7057,3,9393.0,2152.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7058,CELL.7058,4,Injury_2DPI_rep1_SS200000147BL_D5,7058,0,9394.0,2541.0,uninj,D,NO,MSN,MSN
CELL.7059,CELL.7059,4,Injury_2DPI_rep1_SS200000147BL_D5,7059,0,9385.0,2755.0,uninj,D,NO,MSN,MSN
CELL.7060,CELL.7060,0,Injury_2DPI_rep1_SS200000147BL_D5,7060,2,9392.0,5135.0,uninj,V,NO,VLMC,VLMC
CELL.7061,CELL.7061,1,Injury_2DPI_rep1_SS200000147BL_D5,7061,0,9388.0,2927.0,uninj,D,NO,MSN,MSN
CELL.7062,CELL.7062,1,Injury_2DPI_rep1_SS200000147BL_D5,7062,0,9391.0,3101.0,uninj,D,NO,MSN,MSN
CELL.7063,CELL.7063,1,Injury_2DPI_rep1_SS200000147BL_D5,7063,10,9393.0,3427.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7064,CELL.7064,0,Injury_2DPI_rep1_SS200000147BL_D5,7064,0,9396.0,4503.0,uninj,V,NO,MSN,MSN
CELL.7065,CELL.7065,4,Injury_2DPI_rep1_SS200000147BL_D5,7065,0,9390.0,2353.0,uninj,D,NO,MSN,MSN
CELL.7066,CELL.7066,4,Injury_2DPI_rep1_SS200000147BL_D5,7066,0,9394.0,2386.0,uninj,D,NO,MSN,MSN
CELL.7067,CELL.7067,4,Injury_2DPI_rep1_SS200000147BL_D5,7067,0,9398.0,2809.0,uninj,D,NO,MSN,MSN
CELL.7068,CELL.7068,1,Injury_2DPI_rep1_SS200000147BL_D5,7068,0,9396.0,3785.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7069,CELL.7069,4,Injury_2DPI_rep1_SS200000147BL_D5,7069,0,9392.0,2899.0,uninj,D,NO,MSN,MSN
CELL.7070,CELL.7070,1,Injury_2DPI_rep1_SS200000147BL_D5,7070,0,9394.0,3169.0,uninj,D,NO,MSN,MSN
CELL.7073,CELL.7073,8,Injury_2DPI_rep1_SS200000147BL_D5,7073,3,9392.0,2016.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7074,CELL.7074,8,Injury_2DPI_rep1_SS200000147BL_D5,7074,3,9396.0,2233.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7075,CELL.7075,1,Injury_2DPI_rep1_SS200000147BL_D5,7075,0,9394.0,3921.0,uninj,V,NO,MSN,MSN
CELL.7076,CELL.7076,0,Injury_2DPI_rep1_SS200000147BL_D5,7076,0,9385.0,4776.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7077,CELL.7077,4,Injury_2DPI_rep1_SS200000147BL_D5,7077,0,9398.0,2411.0,uninj,D,NO,MSN,MSN
CELL.7078,CELL.7078,1,Injury_2DPI_rep1_SS200000147BL_D5,7078,0,9408.0,3038.0,uninj,D,NO,MSN,MSN
CELL.7079,CELL.7079,1,Injury_2DPI_rep1_SS200000147BL_D5,7079,0,9397.0,3364.0,uninj,V,NO,MSN,MSN
CELL.7080,CELL.7080,1,Injury_2DPI_rep1_SS200000147BL_D5,7080,0,9396.0,4095.0,uninj,V,NO,MSN,MSN
CELL.7081,CELL.7081,8,Injury_2DPI_rep1_SS200000147BL_D5,7081,3,9400.0,2178.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7082,CELL.7082,1,Injury_2DPI_rep1_SS200000147BL_D5,7082,0,9398.0,3957.0,uninj,V,NO,MSN,MSN
CELL.7083,CELL.7083,0,Injury_2DPI_rep1_SS200000147BL_D5,7083,2,9403.0,4870.0,uninj,V,NO,VLMC,VLMC
CELL.7084,CELL.7084,8,Injury_2DPI_rep1_SS200000147BL_D5,7084,3,9399.0,2111.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7085,CELL.7085,1,Injury_2DPI_rep1_SS200000147BL_D5,7085,0,9400.0,3536.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7086,CELL.7086,4,Injury_2DPI_rep1_SS200000147BL_D5,7086,0,9402.0,2510.0,uninj,D,NO,MSN,MSN
CELL.7087,CELL.7087,4,Injury_2DPI_rep1_SS200000147BL_D5,7087,0,9399.0,2575.0,uninj,D,NO,MSN,MSN
CELL.7088,CELL.7088,1,Injury_2DPI_rep1_SS200000147BL_D5,7088,2,9397.0,3629.0,uninj,V,NO,VLMC,VLMC
CELL.7089,CELL.7089,8,Injury_2DPI_rep1_SS200000147BL_D5,7089,3,9403.0,2303.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7090,CELL.7090,4,Injury_2DPI_rep1_SS200000147BL_D5,7090,9,9402.0,2651.0,uninj,D,NO,Microglia,MCG
CELL.7091,CELL.7091,4,Injury_2DPI_rep1_SS200000147BL_D5,7091,0,9392.0,2838.0,uninj,D,NO,MSN,MSN
CELL.7092,CELL.7092,1,Injury_2DPI_rep1_SS200000147BL_D5,7092,0,9399.0,2961.0,uninj,D,NO,MSN,MSN
CELL.7093,CELL.7093,1,Injury_2DPI_rep1_SS200000147BL_D5,7093,4,9402.0,4391.0,uninj,V,NO,CMPN,CMPN
CELL.7094,CELL.7094,4,Injury_2DPI_rep1_SS200000147BL_D5,7094,0,9405.0,2476.0,uninj,D,NO,MSN,MSN
CELL.7095,CELL.7095,1,Injury_2DPI_rep1_SS200000147BL_D5,7095,0,9398.0,3234.0,uninj,V,NO,MSN,MSN
CELL.7096,CELL.7096,1,Injury_2DPI_rep1_SS200000147BL_D5,7096,0,9401.0,3305.0,uninj,V,NO,MSN,MSN
CELL.7097,CELL.7097,1,Injury_2DPI_rep1_SS200000147BL_D5,7097,0,9400.0,2871.0,uninj,D,NO,MSN,MSN
CELL.7098,CELL.7098,0,Injury_2DPI_rep1_SS200000147BL_D5,7098,3,9402.0,4587.0,uninj,V,NO,VLMC,VLMC
CELL.7099,CELL.7099,0,Injury_2DPI_rep1_SS200000147BL_D5,7099,2,9404.0,1327.0,uninj,D,NO,VLMC,VLMC
CELL.7100,CELL.7100,1,Injury_2DPI_rep1_SS200000147BL_D5,7100,0,9398.0,2981.0,uninj,D,NO,MSN,MSN
CELL.7101,CELL.7101,1,Injury_2DPI_rep1_SS200000147BL_D5,7101,0,9405.0,4059.0,uninj,V,NO,MSN,MSN
CELL.7102,CELL.7102,8,Injury_2DPI_rep1_SS200000147BL_D5,7102,2,9407.0,1953.0,uninj,D,NO,VLMC,VLMC
CELL.7103,CELL.7103,4,Injury_2DPI_rep1_SS200000147BL_D5,7103,0,9408.0,2454.0,uninj,D,NO,MSN,MSN
CELL.7104,CELL.7104,1,Injury_2DPI_rep1_SS200000147BL_D5,7104,0,9408.0,4019.0,uninj,V,NO,MSN,MSN
CELL.7105,CELL.7105,1,Injury_2DPI_rep1_SS200000147BL_D5,7105,0,9404.0,3123.0,uninj,D,NO,MSN,MSN
CELL.7106,CELL.7106,1,Injury_2DPI_rep1_SS200000147BL_D5,7106,0,9410.0,3269.0,uninj,V,NO,MSN,MSN
CELL.7107,CELL.7107,1,Injury_2DPI_rep1_SS200000147BL_D5,7107,0,9407.0,3751.0,uninj,V,NO,MSN,MSN
CELL.7108,CELL.7108,5,Injury_2DPI_rep1_SS200000147BL_D5,7108,5,9408.0,4759.0,uninj,V,NO,OBNBL,OBNBL
CELL.7109,CELL.7109,4,Injury_2DPI_rep1_SS200000147BL_D5,7109,0,9415.0,2668.0,uninj,D,NO,MSN,MSN
CELL.7110,CELL.7110,4,Injury_2DPI_rep1_SS200000147BL_D5,7110,0,9409.0,2702.0,uninj,D,NO,MSN,MSN
CELL.7111,CELL.7111,1,Injury_2DPI_rep1_SS200000147BL_D5,7111,10,9410.0,3897.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7112,CELL.7112,1,Injury_2DPI_rep1_SS200000147BL_D5,7112,0,9405.0,4285.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7113,CELL.7113,8,Injury_2DPI_rep1_SS200000147BL_D5,7113,3,9410.0,1978.0,uninj,D,NO,NPTXEX,NPTXEX
CELL.7114,CELL.7114,1,Injury_2DPI_rep1_SS200000147BL_D5,7114,10,9409.0,3478.0,uninj,V,NO,SCGNIN,SCGNIN
CELL.7115,CELL.7115,1,Injury_2DPI_rep1_SS200000147BL_D5,7115,0,9410.0,3503.0,uninj,V,NO,SCGNIN,SCGNIN
